1782877585.859617 server started (7833): version 3.7, socket /tmp/tmux-1000/default, protocol 8
1782877585.859720 on Linux 7.0.14-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 27 Jun 2026 16:15:10 +0000
1782877585.859783 using libevent 2.1.12-stable poll
1782877585.859812 using ncurses 6.6 20251230
1782877585.912950 cmd_parse_build_commands 0:3 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1782877585.912954 cmd_parse_build_commands 0:3 0:7: l
1782877585.912959 cmd_parse_build_commands 0:3 0:8 0:0: swap-window
1782877585.912972 cmd_parse_build_commands 0:3 0:8 0:1: -t:-1
1782877585.912979 cmd_parse_build_commands 0:3 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1782877585.912984 cmd_parse_build_commands 0:3 0:10: r
1782877585.912989 cmd_parse_build_commands 0:3 0:11 0:0: swap-window
1782877585.912994 cmd_parse_build_commands 0:3 0:11 0:1: -t:+1
1782877585.912998 cmd_parse_build_commands 0:3 0:12: #{?pane_marked_set,,-}Swap Marked
1782877585.913003 cmd_parse_build_commands 0:3 0:13: s
1782877585.913008 cmd_parse_build_commands 0:3 0:14 0:0: swap-window
1782877585.913012 cmd_parse_build_commands 0:3 0:15: 
1782877585.913017 cmd_parse_build_commands 0:3 0:16: Kill
1782877585.913022 cmd_parse_build_commands 0:3 0:17: X
1782877585.913027 cmd_parse_build_commands 0:3 0:18 0:0: kill-window
1782877585.913031 cmd_parse_build_commands 0:3 0:19: Respawn
1782877585.913036 cmd_parse_build_commands 0:3 0:20: R
1782877585.913040 cmd_parse_build_commands 0:3 0:21 0:0: respawn-window
1782877585.913045 cmd_parse_build_commands 0:3 0:21 0:1: -k
1782877585.913050 cmd_parse_build_commands 0:3 0:22: #{?pane_marked,Unmark,Mark}
1782877585.913054 cmd_parse_build_commands 0:3 0:23: m
1782877585.913059 cmd_parse_build_commands 0:3 0:24 0:0: select-pane
1782877585.913064 cmd_parse_build_commands 0:3 0:24 0:1: -m
1782877585.913068 cmd_parse_build_commands 0:3 0:25: Rename
1782877585.913073 cmd_parse_build_commands 0:3 0:26: n
1782877585.913078 cmd_parse_build_commands 0:3 0:27 0:0: command-prompt
1782877585.913082 cmd_parse_build_commands 0:3 0:27 0:1: -FI
1782877585.913087 cmd_parse_build_commands 0:3 0:27 0:2: #W
1782877585.913092 cmd_parse_build_commands 0:3 0:27 0:3 0:0: rename-window
1782877585.913097 cmd_parse_build_commands 0:3 0:27 0:3 0:1: -t
1782877585.913101 cmd_parse_build_commands 0:3 0:27 0:3 0:2: #{window_id}
1782877585.913106 cmd_parse_build_commands 0:3 0:27 0:3 0:3: --
1782877585.913110 cmd_parse_build_commands 0:3 0:27 0:3 0:4: %%
1782877585.913115 cmd_parse_build_commands 0:3 0:28: 
1782877585.913120 cmd_parse_build_commands 0:3 0:29: New After
1782877585.913124 cmd_parse_build_commands 0:3 0:30: w
1782877585.913129 cmd_parse_build_commands 0:3 0:31 0:0: new-window
1782877585.913134 cmd_parse_build_commands 0:3 0:31 0:1: -a
1782877585.913138 cmd_parse_build_commands 0:3 0:32: New At End
1782877585.913143 cmd_parse_build_commands 0:3 0:33: W
1782877585.913148 cmd_parse_build_commands 0:3 0:34 0:0: new-window
1782877585.913154 cmd_parse_build_commands 0:0: display-menu
1782877585.913158 cmd_parse_build_commands 0:1: -t=
1782877585.913163 cmd_parse_build_commands 0:2: -xW
1782877585.913171 cmd_parse_build_commands 0:3: -yW
1782877585.913181 cmd_parse_build_commands 0:4: -T
1782877585.913186 cmd_parse_build_commands 0:5: #[align=centre]#{window_index}:#{window_name}
1782877585.913191 cmd_parse_build_commands 0:6: #{?#{>:#{session_windows},1},,-}Swap Left
1782877585.913195 cmd_parse_build_commands 0:7: l
1782877585.913200 cmd_parse_build_commands 0:8 0:0: swap-window
1782877585.913205 cmd_parse_build_commands 0:8 0:1: -t:-1
1782877585.913209 cmd_parse_build_commands 0:9: #{?#{>:#{session_windows},1},,-}Swap Right
1782877585.913214 cmd_parse_build_commands 0:10: r
1782877585.913219 cmd_parse_build_commands 0:11 0:0: swap-window
1782877585.913223 cmd_parse_build_commands 0:11 0:1: -t:+1
1782877585.913228 cmd_parse_build_commands 0:12: #{?pane_marked_set,,-}Swap Marked
1782877585.913233 cmd_parse_build_commands 0:13: s
1782877585.913238 cmd_parse_build_commands 0:14 0:0: swap-window
1782877585.913242 cmd_parse_build_commands 0:15: 
1782877585.913247 cmd_parse_build_commands 0:16: Kill
1782877585.913251 cmd_parse_build_commands 0:17: X
1782877585.913256 cmd_parse_build_commands 0:18 0:0: kill-window
1782877585.913261 cmd_parse_build_commands 0:19: Respawn
1782877585.913265 cmd_parse_build_commands 0:20: R
1782877585.913270 cmd_parse_build_commands 0:21 0:0: respawn-window
1782877585.913275 cmd_parse_build_commands 0:21 0:1: -k
1782877585.913280 cmd_parse_build_commands 0:22: #{?pane_marked,Unmark,Mark}
1782877585.913284 cmd_parse_build_commands 0:23: m
1782877585.913289 cmd_parse_build_commands 0:24 0:0: select-pane
1782877585.913293 cmd_parse_build_commands 0:24 0:1: -m
1782877585.913298 cmd_parse_build_commands 0:25: Rename
1782877585.913303 cmd_parse_build_commands 0:26: n
1782877585.913307 cmd_parse_build_commands 0:27 0:0: command-prompt
1782877585.913312 cmd_parse_build_commands 0:27 0:1: -FI
1782877585.913316 cmd_parse_build_commands 0:27 0:2: #W
1782877585.913321 cmd_parse_build_commands 0:27 0:3 0:0: rename-window
1782877585.913326 cmd_parse_build_commands 0:27 0:3 0:1: -t
1782877585.913331 cmd_parse_build_commands 0:27 0:3 0:2: #{window_id}
1782877585.913335 cmd_parse_build_commands 0:27 0:3 0:3: --
1782877585.913340 cmd_parse_build_commands 0:27 0:3 0:4: %%
1782877585.913345 cmd_parse_build_commands 0:28: 
1782877585.913349 cmd_parse_build_commands 0:29: New After
1782877585.913354 cmd_parse_build_commands 0:30: w
1782877585.913358 cmd_parse_build_commands 0:31 0:0: new-window
1782877585.913363 cmd_parse_build_commands 0:31 0:1: -a
1782877585.913368 cmd_parse_build_commands 0:32: New At End
1782877585.913373 cmd_parse_build_commands 0:33: W
1782877585.913377 cmd_parse_build_commands 0:34 0:0: new-window
1782877585.913384 cmd_parse_build_commands 0:0: swap-window
1782877585.913388 cmd_parse_build_commands 0:1: -t:-1
1782877585.913394 args_parse_flags: next -t:-1
1782877585.913402 args_parse_flag_argument: -t = :-1
1782877585.913407 args_parse: flags end at 2 of 2
1782877585.913413 cmd_parse_build_commands: swap-window -t :-1
1782877585.913418 cmd_parse_build_commands 0:0: swap-window
1782877585.913423 cmd_parse_build_commands 0:1: -t:+1
1782877585.913429 args_parse_flags: next -t:+1
1782877585.913434 args_parse_flag_argument: -t = :+1
1782877585.913439 args_parse: flags end at 2 of 2
1782877585.913444 cmd_parse_build_commands: swap-window -t :+1
1782877585.913449 cmd_parse_build_commands 0:0: swap-window
1782877585.913455 args_parse: flags end at 1 of 1
1782877585.913460 cmd_parse_build_commands: swap-window
1782877585.913465 cmd_parse_build_commands 0:0: kill-window
1782877585.913470 args_parse: flags end at 1 of 1
1782877585.913475 cmd_parse_build_commands: kill-window
1782877585.913480 cmd_parse_build_commands 0:0: respawn-window
1782877585.913484 cmd_parse_build_commands 0:1: -k
1782877585.913490 args_parse_flags: next -k
1782877585.913495 args_parse_flags: -k
1782877585.913500 args_parse: flags end at 2 of 2
1782877585.913505 cmd_parse_build_commands: respawn-window -k
1782877585.913510 cmd_parse_build_commands 0:0: select-pane
1782877585.913515 cmd_parse_build_commands 0:1: -m
1782877585.913527 args_parse_flags: next -m
1782877585.913534 args_parse_flags: -m
1782877585.913539 args_parse: flags end at 2 of 2
1782877585.913544 cmd_parse_build_commands: select-pane -m
1782877585.913553 cmd_parse_build_commands 0:0: command-prompt
1782877585.913559 cmd_parse_build_commands 0:1: -FI
1782877585.913563 cmd_parse_build_commands 0:2: #W
1782877585.913568 cmd_parse_build_commands 0:3 0:0: rename-window
1782877585.913573 cmd_parse_build_commands 0:3 0:1: -t
1782877585.913578 cmd_parse_build_commands 0:3 0:2: #{window_id}
1782877585.913583 cmd_parse_build_commands 0:3 0:3: --
1782877585.913587 cmd_parse_build_commands 0:3 0:4: %%
1782877585.913593 cmd_parse_build_commands 0:0: rename-window
1782877585.913597 cmd_parse_build_commands 0:1: -t
1782877585.913602 cmd_parse_build_commands 0:2: #{window_id}
1782877585.913606 cmd_parse_build_commands 0:3: --
1782877585.913611 cmd_parse_build_commands 0:4: %%
1782877585.913617 args_parse_flags: next -t
1782877585.913625 args_parse_flag_argument: -t = #{window_id}
1782877585.913629 args_parse_flags: next --
1782877585.913634 args_parse: flags end at 4 of 5
1782877585.913639 args_parse: 4 = %% (type STRING)
1782877585.913646 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1782877585.913653 args_parse_flags: next -FI
1782877585.913657 args_parse_flags: -F
1782877585.913662 args_parse_flag_argument: -I = #W
1782877585.913667 args_parse: flags end at 3 of 4
1782877585.913673 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1782877585.913683 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1782877585.913689 cmd_parse_build_commands 0:0: new-window
1782877585.913696 cmd_parse_build_commands 0:1: -a
1782877585.913701 args_parse_flags: next -a
1782877585.913708 args_parse_flags: -a
1782877585.913712 args_parse: flags end at 2 of 2
1782877585.913718 cmd_parse_build_commands: new-window -a
1782877585.913723 cmd_parse_build_commands 0:0: new-window
1782877585.913731 args_parse: flags end at 1 of 1
1782877585.913736 cmd_parse_build_commands: new-window
1782877585.913741 args_parse_flags: next -t=
1782877585.913746 args_parse_flag_argument: -t = =
1782877585.913750 args_parse_flags: next -xW
1782877585.913755 args_parse_flag_argument: -x = W
1782877585.913759 args_parse_flags: next -yW
1782877585.913764 args_parse_flag_argument: -y = W
1782877585.913769 args_parse_flags: next -T
1782877585.913774 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1782877585.913778 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1782877585.913783 args_parse: flags end at 6 of 35
1782877585.913788 args_parse: 6 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1782877585.913793 args_parse: 7 = l (type STRING)
1782877585.913799 args_parse: 8 = swap-window -t :-1 (type COMMANDS)
1782877585.913804 args_parse: 9 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1782877585.913809 args_parse: 10 = r (type STRING)
1782877585.913815 args_parse: 11 = swap-window -t :+1 (type COMMANDS)
1782877585.913820 args_parse: 12 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1782877585.913824 args_parse: 13 = s (type STRING)
1782877585.913830 args_parse: 14 = swap-window (type COMMANDS)
1782877585.913834 args_parse: 15 =  (type STRING)
1782877585.913839 args_parse: 16 = Kill (type STRING)
1782877585.913844 args_parse: 17 = X (type STRING)
1782877585.913849 args_parse: 18 = kill-window (type COMMANDS)
1782877585.913854 args_parse: 19 = Respawn (type STRING)
1782877585.913859 args_parse: 20 = R (type STRING)
1782877585.913864 args_parse: 21 = respawn-window -k (type COMMANDS)
1782877585.913869 args_parse: 22 = #{?pane_marked,Unmark,Mark} (type STRING)
1782877585.913874 args_parse: 23 = m (type STRING)
1782877585.913879 args_parse: 24 = select-pane -m (type COMMANDS)
1782877585.913884 args_parse: 25 = Rename (type STRING)
1782877585.913895 args_parse: 26 = n (type STRING)
1782877585.913910 args_parse: 27 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1782877585.913930 args_parse: 28 =  (type STRING)
1782877585.913941 args_parse: 29 = New After (type STRING)
1782877585.913948 args_parse: 30 = w (type STRING)
1782877585.913958 args_parse: 31 = new-window -a (type COMMANDS)
1782877585.913974 args_parse: 32 = New At End (type STRING)
1782877585.913987 args_parse: 33 = W (type STRING)
1782877585.913997 args_parse: 34 = new-window (type COMMANDS)
1782877585.914065 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1782877585.914077 args_parse_flags: next -n
1782877585.914082 args_parse_flags: -n
1782877585.914087 args_parse_flags: next MouseDown3Status
1782877585.914091 args_parse: flags end at 2 of 4
1782877585.914099 args_parse: 2 = MouseDown3Status (type STRING)
1782877585.914151 args_parse: 3 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1782877585.914201 cmd_parse_build_commands: bind-key -n MouseDown3Status { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -t = -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1782877585.914215 cmdq_get_command: [bind-key/0x55c04b36c2b0] group 1107
1782877585.914225 cmdq_append <global>: [bind-key/0x55c04b36c2b0]
1782877585.914232 yylex_token: end at WS
1782877585.914240 yylex_token: bind
1782877585.914248 yylex_token: end at WS
1782877585.914255 yylex_token: -n
1782877585.914263 yylex_token: end at WS
1782877585.914270 yylex_token: M-MouseDown3Status
1782877585.914277 yylex_token: end at WS
1782877585.914284 yylex_token: display-menu
1782877585.914291 yylex_token: end at WS
1782877585.914298 yylex_token: -t=
1782877585.914304 yylex_token: end at WS
1782877585.914312 yylex_token: -xW
1782877585.914319 yylex_token: end at WS
1782877585.914327 yylex_token: -yW
1782877585.914334 yylex_token: end at WS
1782877585.914341 yylex_token: -T
1782877585.914351 yylex_token: end at WS
1782877585.914360 yylex_token: #[align=centre]#{window_index}:#{window_name}
1782877585.914371 yylex_token: end at WS
1782877585.914381 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Left
1782877585.914388 yylex_token: end at WS
1782877585.914394 yylex_token: l
1782877585.914401 yylex_token: end at WS
1782877585.914408 yylex_token: swap-window
1782877585.914416 yylex_token: end at }
1782877585.914422 yylex_token: -t:-1
1782877585.914431 yylex_token: end at WS
1782877585.914439 yylex_token: #{?#{>:#{session_windows},1},,-}Swap Right
1782877585.914446 yylex_token: end at WS
1782877585.914454 yylex_token: r
1782877585.914463 yylex_token: end at WS
1782877585.914470 yylex_token: swap-window
1782877585.914478 yylex_token: end at }
1782877585.914484 yylex_token: -t:+1
1782877585.914493 yylex_token: end at WS
1782877585.914502 yylex_token: #{?pane_marked_set,,-}Swap Marked
1782877585.914514 yylex_token: end at WS
1782877585.914525 yylex_token: s
1782877585.914534 yylex_token: end at }
1782877585.914543 yylex_token: swap-window
1782877585.914550 yylex_token: end at WS
1782877585.914557 yylex_token: 
1782877585.914565 yylex_token: end at WS
1782877585.914571 yylex_token: Kill
1782877585.914579 yylex_token: end at WS
1782877585.914586 yylex_token: X
1782877585.914595 yylex_token: end at }
1782877585.914601 yylex_token: kill-window
1782877585.914609 yylex_token: end at WS
1782877585.914616 yylex_token: Respawn
1782877585.914625 yylex_token: end at WS
1782877585.914632 yylex_token: R
1782877585.914639 yylex_token: end at WS
1782877585.914646 yylex_token: respawn-window
1782877585.914654 yylex_token: end at }
1782877585.914662 yylex_token: -k
1782877585.914671 yylex_token: end at WS
1782877585.914678 yylex_token: #{?pane_marked,Unmark,Mark}
1782877585.914685 yylex_token: end at WS
1782877585.914692 yylex_token: m
1782877585.914700 yylex_token: end at WS
1782877585.914708 yylex_token: select-pane
1782877585.914715 yylex_token: end at }
1782877585.914722 yylex_token: -m
1782877585.914729 yylex_token: end at WS
1782877585.914736 yylex_token: Rename
1782877585.914745 yylex_token: end at WS
1782877585.914751 yylex_token: n
1782877585.914761 yylex_token: end at WS
1782877585.914768 yylex_token: command-prompt
1782877585.914776 yylex_token: end at WS
1782877585.914784 yylex_token: -FI
1782877585.914792 yylex_token: end at WS
1782877585.914798 yylex_token: #W
1782877585.914806 yylex_token: end at WS
1782877585.914813 yylex_token: rename-window
1782877585.914819 yylex_token: end at WS
1782877585.914826 yylex_token: -t
